,duration,Max no. resources in a week,Sum of activities delays,network,activities start times,activities end times,activities durations,resources allocation
360,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 6, 'E': 11}","{'A': 10, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 12, 12, 12, 12, 11, 11, 12, 12, 4, 10, 10, 10, 4, 4, 4]"
375,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 8, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 10, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 6, 11, 11, 4, 4, 4, 10, 10, 10, 4]"
436,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 2, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 8, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 10, 10, 10, 10, 6, 11, 9, 4, 4, 10, 10, 10, 4]"
476,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 1, 'D': 8, 'E': 13}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 7, 'D': 10, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 6, 11, 11, 4, 4, 4, 10, 10, 10, 4]"
562,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 2, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 8, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 10, 12, 12, 12, 12, 6, 11, 9, 4, 4, 10, 10, 10, 4]"
564,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 2, 'D': 8, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 8, 'D': 10, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 12, 12, 12, 12, 10, 11, 11, 4, 4, 4, 10, 10, 10, 4]"
603,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 11, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 6, 6, 6, 4, 9, 9, 10, 10, 10, 4]"
608,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 2, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 8, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 8, 12, 12, 12, 10, 10, 10, 6, 11, 9, 4, 4, 10, 10, 10, 4]"
630,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 6, 'E': 12}","{'A': 9, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 8, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 11, 11, 12, 6, 4, 4, 10, 10, 10, 4, 4]"
641,16,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 3, 'G': 7, 'C': 1, 'D': 10, 'E': 13}","{'A': 9, 'B': 16, 'F': 7, 'G': 9, 'C': 7, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 10, 10, 12, 12, 12, 12, 12, 12, 4, 9, 9, 4, 10, 10, 10]"
646,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 7, 'C': 0, 'D': 10, 'E': 12}","{'A': 10, 'B': 17, 'F': 5, 'G': 9, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 10, 6, 12, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
673,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 6, 'E': 11}","{'A': 10, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 10, 11, 11, 12, 12, 4, 10, 10, 10, 4, 4, 4]"
686,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 1, 'D': 10, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 7, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 6, 0, 9, 9, 4, 10, 10, 10, 4]"
688,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 10, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 6, 6, 6, 9, 9, 4, 10, 10, 10, 4]"
732,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 6, 5, 9, 4, 4, 10, 10, 10, 4]"
783,16,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 7, 'C': 1, 'D': 9, 'E': 13}","{'A': 9, 'B': 16, 'F': 4, 'G': 9, 'C': 7, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 10, 10, 10, 12, 12, 9, 9, 4, 4, 10, 10, 10]"
786,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 7, 'C': 0, 'D': 9, 'E': 12}","{'A': 10, 'B': 17, 'F': 4, 'G': 9, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 10, 6, 12, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
807,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 7, 'C': 1, 'D': 9, 'E': 12}","{'A': 10, 'B': 17, 'F': 6, 'G': 9, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 4, 12, 12, 12, 12, 10, 12, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
817,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 6, 'E': 12}","{'A': 9, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 8, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 11, 11, 12, 6, 4, 4, 10, 10, 10, 4, 4]"
842,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 6, 6, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
845,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 2, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 8, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 12, 12, 10, 10, 6, 11, 9, 4, 4, 10, 10, 10, 4]"
864,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 2, 'D': 10, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 8, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 12, 12, 12, 12, 10, 6, 6, 9, 9, 4, 10, 10, 10, 4]"
917,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 1, 'G': 8, 'C': 2, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 5, 'G': 10, 'C': 8, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 8, 12, 12, 12, 10, 10, 10, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
975,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 7, 'C': 1, 'D': 10, 'E': 12}","{'A': 10, 'B': 17, 'F': 6, 'G': 9, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 4, 12, 12, 12, 12, 10, 12, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1014,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 1, 'D': 8, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 7, 'D': 10, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 11, 5, 4, 4, 4, 10, 10, 10, 4]"
1026,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 4, 'G': 8, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 8, 'G': 10, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 10, 10, 12, 12, 8, 8, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1039,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 2, 'D': 11, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 8, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 12, 12, 12, 12, 10, 6, 6, 4, 9, 9, 10, 10, 10, 4]"
1054,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 3, 'G': 8, 'C': 0, 'D': 10, 'E': 12}","{'A': 9, 'B': 17, 'F': 7, 'G': 10, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 10, 12, 12, 12, 8, 6, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1099,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 7, 'C': 1, 'D': 11, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 9, 'C': 7, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 10, 12, 6, 0, 4, 9, 9, 10, 10, 10, 4]"
1101,16,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 7, 'C': 1, 'D': 11, 'E': 13}","{'A': 9, 'B': 16, 'F': 4, 'G': 9, 'C': 7, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 10, 10, 10, 12, 12, 4, 4, 9, 9, 10, 10, 10]"
1141,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 6, 6, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1184,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 2, 'G': 8, 'C': 2, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 6, 'G': 10, 'C': 8, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 6, 12, 12, 12, 12, 10, 10, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1242,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 7, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 9, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 11, 11, 6, 4, 4, 4, 10, 10, 10, 4]"
1260,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 6, 6, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1261,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 10, 'E': 12}","{'A': 9, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 6, 6, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1331,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 2, 'G': 7, 'C': 0, 'D': 10, 'E': 12}","{'A': 10, 'B': 17, 'F': 6, 'G': 9, 'C': 6, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 4, 12, 12, 12, 12, 6, 12, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1375,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 4, 'G': 8, 'C': 2, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 8, 'G': 10, 'C': 8, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 6, 10, 10, 12, 12, 12, 12, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1392,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 10, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 6, 0, 9, 9, 4, 10, 10, 10, 4]"
1443,16,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 7, 'C': 1, 'D': 10, 'E': 13}","{'A': 9, 'B': 16, 'F': 6, 'G': 9, 'C': 7, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 10, 12, 12, 12, 12, 10, 12, 12, 4, 9, 9, 4, 10, 10, 10]"
1452,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 2, 'D': 10, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 8, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 10, 10, 10, 10, 6, 6, 9, 9, 4, 10, 10, 10, 4]"
1481,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 0, 'G': 8, 'C': 2, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 4, 'G': 10, 'C': 8, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 8, 12, 12, 10, 10, 10, 10, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1521,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 1, 'G': 8, 'C': 1, 'D': 9, 'E': 12}","{'A': 9, 'B': 17, 'F': 5, 'G': 10, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 12, 12, 12, 12, 10, 10, 6, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1542,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 7, 'C': 1, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 6, 'G': 9, 'C': 7, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 10, 12, 6, 5, 9, 4, 4, 10, 10, 10, 4]"
1577,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 2, 'D': 10, 'E': 13}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 8, 'D': 12, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 10, 12, 12, 12, 12, 6, 6, 9, 9, 4, 10, 10, 10, 4]"
1580,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 3, 'G': 8, 'C': 2, 'D': 10, 'E': 12}","{'A': 9, 'B': 17, 'F': 7, 'G': 10, 'C': 8, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 6, 10, 12, 12, 12, 12, 10, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1597,16,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 3, 'G': 7, 'C': 1, 'D': 9, 'E': 13}","{'A': 9, 'B': 16, 'F': 7, 'G': 9, 'C': 7, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 10, 10, 12, 12, 12, 12, 12, 12, 9, 9, 4, 4, 10, 10, 10]"
1599,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 7, 'C': 0, 'D': 9, 'E': 12}","{'A': 10, 'B': 17, 'F': 5, 'G': 9, 'C': 6, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 10, 6, 12, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1610,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 2, 'D': 11, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 8, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 10, 10, 10, 10, 6, 6, 4, 9, 9, 10, 10, 10, 4]"
1619,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 9, 'E': 12}","{'A': 10, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 11, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 4, 10, 12, 12, 12, 12, 12, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1644,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 1, 'D': 9, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 7, 'D': 11, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 6, 6, 11, 9, 4, 4, 10, 10, 10, 4]"
1673,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 10, 'F': 1, 'G': 8, 'C': 1, 'D': 10, 'E': 12}","{'A': 9, 'B': 17, 'F': 5, 'G': 10, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 12, 12, 12, 12, 10, 10, 6, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1682,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 8, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 10, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 11, 5, 4, 4, 4, 10, 10, 10, 4]"
1725,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 2, 'D': 11, 'E': 13}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 8, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 10, 10, 12, 12, 12, 12, 6, 6, 4, 9, 9, 10, 10, 10, 4]"
1761,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 2, 'D': 8, 'E': 13}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 8, 'D': 10, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 10, 10, 10, 10, 11, 11, 4, 4, 4, 10, 10, 10, 4]"
1768,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 10, 'E': 12}","{'A': 10, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 12, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 4, 10, 12, 12, 12, 12, 12, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1775,17,12,9,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 7, 'C': 1, 'D': 11, 'E': 13}","{'A': 8, 'B': 17, 'F': 7, 'G': 9, 'C': 7, 'D': 13, 'E': 16}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 10, 12, 12, 12, 12, 12, 6, 0, 4, 9, 9, 10, 10, 10, 4]"
